Highs,7,1.0,0.004633419,
Custom,7,1.0,0.007477717,39
Highs,7,1.0,0.0031193,
Custom,7,1.0,0.007609324,39
Highs,7,1.0,0.002983532,
Custom,7,1.0,0.008241593,39
Highs,7,1.0,0.003209686,
Custom,7,1.0,0.007529652,39
Highs,7,1.0,0.002713003,
Custom,7,1.0,0.008636907,39
Highs,7,1.0,0.002792774,
Custom,7,1.0,0.007224022,39
Highs,7,1.0,0.002766533,
Custom,7,1.0,0.00971824,39
Highs,7,1.0,0.003067488,
Custom,7,1.0,0.007909289,39
Highs,7,1.0,0.003577669,
Custom,7,1.0,0.008866155,39
Highs,7,1.0,0.003001264,
Custom,7,1.0,0.007394231,39
Highs,7,1.0,0.00273433,
Custom,7,1.0,0.008394167,39
Highs,7,1.0,0.002921153,
Custom,7,1.0,0.007391498,39
Highs,7,1.0,0.003027861,
Custom,7,1.0,0.008280397,39
Highs,7,1.0,0.002736127,
Custom,7,1.0,0.007427101,39
Highs,7,1.0,0.002879771,
Custom,7,1.0,0.007228324,39
Highs,7,1.0,0.002736055,
Custom,7,1.0,0.007516538,39
Highs,7,1.0,0.002719268,
Custom,7,1.0,0.007736881,39
Highs,7,1.0,0.002796468,
Custom,7,1.0,0.00751409,39
Highs,7,1.0,0.00265455,
Custom,7,1.0,0.009059706,39
Highs,7,1.0,0.002803381,
Custom,7,1.0,0.007487726,39
Highs,7,1.0,0.004419366,
Custom,7,1.0,0.007223326,39
Highs,7,1.0,0.002691134,
Custom,7,1.0,0.00899681,39
Highs,7,1.0,0.003211945,
Custom,7,1.0,0.010144666,39
Highs,7,1.0,0.00280155,
Custom,7,1.0,0.007243602,39
Highs,7,1.0,0.00306606,
Custom,7,1.0,0.008904137,39
Highs,9,1.0,0.006351327,
Custom,9,1.0,0.040271412,189
Highs,9,1.0,0.006727171,
Custom,9,1.0,0.042379258,189
Highs,9,1.0,0.00624778,
Custom,9,1.0,0.037558285,189
Highs,9,1.0,0.007179774,
Custom,9,1.0,0.038512946,189
Highs,9,1.0,0.00689935,
Custom,9,1.0,0.039846649,189
Highs,9,1.0,0.006406247,
Custom,9,1.0,0.038562105,189
Highs,9,1.0,0.008410358,
Custom,9,1.0,0.041499577,189
Highs,9,1.0,0.008125625,
Custom,9,1.0,0.039005792,189
Highs,9,1.0,0.009383924,
Custom,9,1.0,0.040778382,189
Highs,9,1.0,0.008370534,
Custom,9,1.0,0.037652196,189
Highs,9,1.0,0.007612383,
Custom,9,1.0,0.043979568,189
Highs,9,1.0,0.008772586,
Custom,9,1.0,0.038549396,189
Highs,9,1.0,0.007066391,
Custom,9,1.0,0.03825735,189
Highs,9,1.0,0.007104489,
Custom,9,1.0,0.040861217,189
Highs,9,1.0,0.006491807,
Custom,9,1.0,0.040289783,189
Highs,9,1.0,0.007601854,
Custom,9,1.0,0.040230362,189
Highs,9,1.0,0.007822128,
Custom,9,1.0,0.039926374,189
Highs,9,1.0,0.008053501,
Custom,9,1.0,0.038617408,189
Highs,9,1.0,0.007653481,
Custom,9,1.0,0.042377255,189
Highs,9,1.0,0.007965893,
Custom,9,1.0,0.040465434,189
Highs,9,1.0,0.007466176,
Custom,9,1.0,0.039995874,189
Highs,9,1.0,0.006259373,
Custom,9,1.0,0.038548399,189
Highs,9,1.0,0.008076397,
Custom,9,1.0,0.040907865,189
Highs,9,1.0,0.01001674,
Custom,9,1.0,0.053056569,189
Highs,9,1.0,0.009520259,
Custom,9,1.0,0.043452508,189
Highs,11,1.0,0.014298817,
Custom,11,1.0,0.085772183,405
Highs,11,1.0,0.012588786,
Custom,11,1.0,0.094143823,405
Highs,11,1.0,0.012849611,
Custom,11,1.0,0.082877137,405
Highs,11,1.0,0.01298371,
Custom,11,1.0,0.08908624,405
Highs,11,1.0,0.018045788,
Custom,11,1.0,0.087367632,405
Highs,11,1.0,0.014115401,
Custom,11,1.0,0.084787875,405
Highs,11,1.0,0.013348663,
Custom,11,1.0,0.09718217,405
Highs,11,1.0,0.01781355,
Custom,11,1.0,0.09660003,405
Highs,11,1.0,0.013053683,
Custom,11,1.0,0.087348894,405
Highs,11,1.0,0.012345909,
Custom,11,1.0,0.085305839,405
Highs,11,1.0,0.012493512,
Custom,11,1.0,0.091769882,405
Highs,11,1.0,0.016145992,
Custom,11,1.0,0.088382106,405
Highs,11,1.0,0.016818171,
Custom,11,1.0,0.088992655,405
Highs,11,1.0,0.014767948,
Custom,11,1.0,0.086852472,405
Highs,11,1.0,0.012810649,
Custom,11,1.0,0.08524759,405
Highs,11,1.0,0.012860235,
Custom,11,1.0,0.087898906,405
Highs,11,1.0,0.012632098,
Custom,11,1.0,0.102517717,405
Highs,11,1.0,0.01820286,
Custom,11,1.0,0.104878186,405
Highs,11,1.0,0.014533085,
Custom,11,1.0,0.086974805,405
Highs,11,1.0,0.01263716,
Custom,11,1.0,0.089761888,405
Highs,11,1.0,0.014503788,
Custom,11,1.0,0.089226067,405
Highs,11,1.0,0.012409909,
Custom,11,1.0,0.10817674,405
Highs,11,1.0,0.013876137,
Custom,11,1.0,0.083043555,405
Highs,11,1.0,0.01306567,
Custom,11,1.0,0.087074809,405
Highs,11,1.0,0.013654175,
Custom,11,1.0,0.087143554,405
Highs,13,1.0,0.054582917,
Custom,13,1.0,0.407350518,1863
Highs,13,1.0,0.058217514,
Custom,13,1.0,0.394452519,1863
Highs,13,1.0,0.057168066,
Custom,13,1.0,0.42916813,1863
Highs,13,1.0,0.057621482,
Custom,13,1.0,0.393185413,1863
Highs,13,1.0,0.050685115,
Custom,13,1.0,0.391119553,1863
Highs,13,1.0,0.048830431,
Custom,13,1.0,0.387341479,1863
Highs,13,1.0,0.049993855,
Custom,13,1.0,0.399961274,1863
Highs,13,1.0,0.050505241,
Custom,13,1.0,0.398689959,1863
Highs,13,1.0,0.050227395,
Custom,13,1.0,0.395336295,1863
Highs,13,1.0,0.049873577,
Custom,13,1.0,0.411960784,1863
Highs,13,1.0,0.050262274,
Custom,13,1.0,0.391259818,1863
Highs,13,1.0,0.057226284,
Custom,13,1.0,0.425132014,1863
Highs,13,1.0,0.050572189,
Custom,13,1.0,0.396948598,1863
Highs,13,1.0,0.055015232,
Custom,13,1.0,0.393800461,1863
Highs,13,1.0,0.05495149,
Custom,13,1.0,0.406340142,1863
Highs,13,1.0,0.055204105,
Custom,13,1.0,0.384476656,1863
Highs,13,1.0,0.049501219,
Custom,13,1.0,0.394506875,1863
Highs,13,1.0,0.052940858,
Custom,13,1.0,0.402556625,1863
Highs,13,1.0,0.05734728,
Custom,13,1.0,0.410503748,1863
Highs,13,1.0,0.057107132,
Custom,13,1.0,0.402293335,1863
Highs,13,1.0,0.054245885,
Custom,13,1.0,0.418714492,1863
Highs,13,1.0,0.054656968,
Custom,13,1.0,0.40964177,1863
Highs,13,1.0,0.049656188,
Custom,13,1.0,0.420758492,1863
Highs,13,1.0,0.053588202,
Custom,13,1.0,0.404866449,1863
Highs,13,1.0,0.05509907,
Custom,13,1.0,0.393253407,1863
Highs,15,1.0,0.072908472,
Custom,15,1.0,0.966168772,4501
Highs,15,1.0,0.075659024,
Custom,15,1.0,0.976564593,4501
Highs,15,1.0,0.072726335,
Custom,15,1.0,0.974760859,4501
Highs,15,1.0,0.075432148,
Custom,15,1.0,1.015126912,4501
Highs,15,1.0,0.076583246,
Custom,15,1.0,0.976614033,4501
Highs,15,1.0,0.079248553,
Custom,15,1.0,0.974214226,4501
Highs,15,1.0,0.070610953,
Custom,15,1.0,0.969921035,4501
Highs,15,1.0,0.072198524,
Custom,15,1.0,0.981522244,4501
Highs,15,1.0,0.072180858,
Custom,15,1.0,0.981637785,4501
Highs,15,1.0,0.078934535,
Custom,15,1.0,0.983714423,4501
Highs,15,1.0,0.070488589,
Custom,15,1.0,0.981382228,4501
Highs,15,1.0,0.073741087,
Custom,15,1.0,0.960729441,4501
Highs,15,1.0,0.073951463,
Custom,15,1.0,1.041714272,4501
Highs,15,1.0,0.07587818,
Custom,15,1.0,1.046906501,4501
Highs,15,1.0,0.083926229,
Custom,15,1.0,1.0783922559999999,4501
Highs,15,1.0,0.073803081,
Custom,15,1.0,1.03644506,4501
Highs,15,1.0,0.07563511,
Custom,15,1.0,1.026048487,4501
Highs,15,1.0,0.073784525,
Custom,15,1.0,0.992215738,4501
Highs,15,1.0,0.077657628,
Custom,15,1.0,0.965100224,4501
Highs,15,1.0,0.072346362,
Custom,15,1.0,0.964308083,4501
Highs,15,1.0,0.069721827,
Custom,15,1.0,0.98579582,4501
Highs,15,1.0,0.07150091,
Custom,15,1.0,1.005920127,4501
Highs,15,1.0,0.072778594,
Custom,15,1.0,0.988276677,4501
Highs,15,1.0,0.079077359,
Custom,15,1.0,0.981175375,4501
Highs,15,1.0,0.071721285,
Custom,15,1.0,0.99697258,4501
Highs,17,1.0000000000000018,0.307241755,
