Highs,7,1.0,0.000906367,
Custom,7,1.0,0.027808466,139
Highs,7,1.0,0.000533943,
Custom,7,1.0,0.028796592,139
Highs,7,1.0,0.000496628,
Custom,7,1.0,0.026881682,139
Highs,7,1.0,0.000537181,
Custom,7,1.0,0.026514751,139
Highs,7,1.0,0.001026713,
Custom,7,1.0,0.026586897,139
Highs,7,1.0,0.00095351,
Custom,7,1.0,0.026126322,139
Highs,7,1.0,0.000858327,
Custom,7,1.0,0.028269576,139
Highs,7,1.0,0.000610854,
Custom,7,1.0,0.028757473,139
Highs,7,1.0,0.000541191,
Custom,7,1.0,0.028890742,139
Highs,7,1.0,0.000649754,
Custom,7,1.0,0.028006858,139
Highs,7,1.0,0.000616187,
Custom,7,1.0,0.028257767,139
Highs,9,1.0,0.000490229,
Custom,9,1.0,0.10038288,503
Highs,9,1.0,0.000540975,
Custom,9,1.0,0.098956073,503
Highs,9,1.0,0.000573998,
Custom,9,1.0,0.098538228,503
Highs,9,1.0,0.0005385,
Custom,9,1.0,0.099008542,503
Highs,9,1.0,0.000855725,
Custom,9,1.0,0.106835324,503
Highs,9,1.0,0.001229317,
Custom,9,1.0,0.101063523,503
Highs,9,1.0,0.000812403,
Custom,9,1.0,0.110088654,503
Highs,9,1.0,0.000599804,
Custom,9,1.0,0.109028334,503
Highs,9,1.0,0.000576215,
Custom,9,1.0,0.108444454,503
Highs,9,1.0,0.000762091,
Custom,9,1.0,0.110488255,503
Highs,9,1.0,0.000579552,
Custom,9,1.0,0.107063262,503
Highs,11,1.0,0.000599405,
Custom,11,1.0,0.374261417,1847
Highs,11,1.0,0.00055233,
Custom,11,1.0,0.378518414,1847
Highs,11,1.0,0.000495488,
Custom,11,1.0,0.372707012,1847
Highs,11,1.0,0.000547029,
Custom,11,1.0,0.37471323,1847
Highs,11,1.0,0.000976825,
Custom,11,1.0,0.374652026,1847
Highs,11,1.0,0.000831224,
Custom,11,1.0,0.379587586,1847
Highs,11,1.0,0.000824603,
Custom,11,1.0,0.406523857,1847
Highs,11,1.0,0.000820013,
Custom,11,1.0,0.398410121,1847
Highs,11,1.0,0.000788892,
Custom,11,1.0,0.407586518,1847
Highs,11,1.0,0.000578144,
Custom,11,1.0,0.411878275,1847
Highs,11,1.0,0.00056861,
Custom,11,1.0,0.404432267,1847
Highs,13,1.0,0.000535187,
Custom,13,1.0,1.474153572,6863
Highs,13,1.0,0.000569981,
Custom,13,1.0,1.448952548,6863
Highs,13,1.0,0.000682292,
Custom,13,1.0,1.438118939,6863
Highs,13,1.0,0.000797015,
Custom,13,1.0,1.436434441,6863
Highs,13,1.0,0.00084558,
Custom,13,1.0,1.46685223,6863
Highs,13,1.0,0.000861086,
Custom,13,1.0,1.434964229,6863
Highs,13,1.0,0.000867177,
Custom,13,1.0,1.5433367599999999,6863
Highs,13,1.0,0.000552079,
Custom,13,1.0,1.565433766,6863
Highs,13,1.0,0.000575793,
Custom,13,1.0,1.586754058,6863
Highs,13,1.0,0.000539862,
Custom,13,1.0,1.549661651,6863
Highs,13,1.0,0.000760058,
Custom,13,1.0,1.544447162,6863
Highs,15,1.0,0.000490354,
Custom,15,1.0,5.562930521,25739
Highs,15,1.0,0.000875999,
Custom,15,1.0,5.479069225,25739
Highs,15,1.0,0.000593575,
Custom,15,1.0,5.491520347,25739
Highs,15,1.0,0.000705429,
Custom,15,1.0,5.538206366,25739
Highs,15,1.0,0.001182133,
Custom,15,1.0,5.482854404,25739
Highs,15,1.0,0.00093874,
Custom,15,1.0,5.503924054,25739
Highs,15,1.0,0.00082978,
Custom,15,1.0,5.888884238,25739
Highs,15,1.0,0.000774177,
Custom,15,1.0,5.914600479,25739
Highs,15,1.0,0.000622896,
Custom,15,1.0,5.911277727,25739
Highs,15,1.0,0.000699068,
Custom,15,1.0,5.820368983,25739
Highs,15,1.0,0.000580944,
Custom,15,1.0,5.926933664,25739
Highs,17,1.0,0.000680523,
Custom,17,1.0,21.34124818,97239
Highs,17,1.0,0.000486783,
Custom,17,1.0,21.537287966,97239
Highs,17,1.0,0.00055348,
Custom,17,1.0,21.331328224,97239
Highs,17,1.0,0.000729951,
Custom,17,1.0,21.26700257,97239
Highs,17,1.0,0.00092612,
Custom,17,1.0,21.494674056,97239
Highs,17,1.0,0.001177056,
Custom,17,1.0,21.426328034,97239
Highs,17,1.0,0.001066168,
Custom,17,1.0,22.78348858,97239
Highs,17,1.0,0.00079286,
Custom,17,1.0,22.846040415,97239
Highs,17,1.0,0.00055261,
Custom,17,1.0,22.806092094,97239
Highs,17,1.0,0.00087934,
Custom,17,1.0,22.90505481,97239
Highs,17,1.0,0.000616258,
Custom,17,1.0,22.878343565,97239
Highs,19,1.0,0.000657271,
Custom,19,1.0,83.15513253,369511
Highs,21,1.0,0.00055141,
Custom,21,1.0,318.851417013,1410863
Highs,23,1.0,0.000689135,
Custom,23,1.0,1236.410592897,5408311
