Highs,7,1.0,0.005340442,
Custom,7,1.0,0.009961607,51
Highs,7,1.0,0.003854687,
Custom,7,1.0,0.011591857,61
Highs,7,1.0,0.00813827,
Custom,7,1.0,0.021717334,111
Highs,7,1.0,0.004116555,
Custom,7,1.0,0.017404602,85
Highs,7,1.0,0.003664276,
Custom,7,1.0,0.018136445,95
Highs,7,1.0,0.003249477,
Custom,7,1.0,0.008311189,43
Highs,7,1.0,0.004054078,
Custom,7,1.0,0.003618391,19
Highs,7,1.0,0.003354418,
Custom,7,1.0,0.014478319,67
Highs,7,1.0,0.004400295,
Custom,7,1.0,0.017177713,83
Highs,7,1.0,0.002556342,
Custom,7,1.0,0.014881591,75
Highs,7,1.0,0.004380571,
Custom,7,1.0,0.017474104,61
Highs,7,1.0,0.00523383,
Custom,7,1.0,0.007755007,27
Highs,7,1.0,0.005136296,
Custom,7,1.0,0.017338726,87
Highs,7,1.0,0.004451475,
Custom,7,1.0,0.011649178,57
Highs,7,1.0,0.003715908,
Custom,7,1.0,0.01160028,59
Highs,7,1.0,0.003713243,
Custom,7,1.0,0.012969897,65
Highs,7,1.0,0.003692467,
Custom,7,1.0,0.009914911,51
Highs,7,1.0,0.004079012,
Custom,7,1.0,0.01817773,93
Highs,7,1.0,0.005924574,
Custom,7,1.0,0.016084806,83
Highs,7,1.0000000000000004,0.005171025,
Custom,7,1.0,0.013907312,71
Highs,7,1.0,0.008121942,
Custom,7,1.0,0.019558701,103
Highs,7,1.0,0.006070056,
Custom,7,1.0,0.023086747,121
Highs,7,1.0,0.004558353,
Custom,7,1.0,0.016194694,85
Highs,7,1.0,0.002913339,
Custom,7,1.0,0.01274412,65
Highs,7,1.0,0.004404938,
Custom,7,1.0,0.02059525,105
Highs,7,1.0,0.004400226,
Custom,7,1.0,0.020373878,107
Highs,7,1.0,0.00527987,
Custom,7,1.0,0.015744325,83
Highs,7,1.0,0.003422069,
Custom,7,1.0,0.009627478,51
Highs,7,1.0,0.004738606,
Custom,7,1.0,0.007925479,39
Highs,7,1.0,0.003198468,
Custom,7,1.0,0.003163711,17
Highs,7,1.0,0.006024287,
Custom,7,1.0,0.023823656,119
Highs,7,1.0,0.004476774,
Custom,7,1.0,0.020367098,103
Highs,7,1.0,0.006432836,
Custom,7,1.0,0.015699114,77
Highs,7,1.0,0.0033382,
Custom,7,1.0,0.022134009,109
Highs,7,1.0000000000000007,0.002800395,
Custom,7,1.0,0.008599436,39
Highs,7,1.0,0.005168852,
Custom,7,1.0,0.008184139,39
Highs,7,1.0,0.004514856,
Custom,7,1.0,0.010758154,55
Highs,7,1.0,0.002262231,
Custom,7,1.0,0.003867221,21
Highs,7,1.0,0.003296813,
Custom,7,1.0,0.009238812,45
Highs,7,1.0,0.003922116,
Custom,7,1.0,0.027856903,139
Highs,7,1.0,0.003615918,
Custom,7,1.0,0.013528105,69
Highs,7,1.0,0.003522103,
Custom,7,1.0,0.010898964,53
Highs,7,1.0,0.005005527,
Custom,7,1.0,0.013329332,65
Highs,7,1.0,0.004431644,
Custom,7,1.0,0.015750024,75
Highs,7,1.0,0.006065004,
Custom,7,1.0,0.020611353,99
Highs,7,1.0,0.004264332,
Custom,7,1.0,0.007968221,33
Highs,7,1.0,0.005456575,
Custom,7,1.0,0.022824676,111
Highs,7,1.0,0.005873415,
Custom,7,1.0,0.009828335,51
Highs,7,1.0,0.005115266,
Custom,7,1.0,0.019883544,101
Highs,7,1.0,0.005207033,
Custom,7,1.0,0.00923699,49
Highs,7,1.000000000000002,0.004670712,
Custom,7,1.0,0.018693404,87
Highs,7,1.0,0.004513694,
Custom,7,1.0,0.008998909,39
Highs,7,1.0,0.006396881,
